          0.000           0.0000
          0.188           0.5753
          0.377           0.5753
          0.565           0.0000
          0.754           0.5753
          0.942           0.0000
          1.131           0.0000
          1.319           0.7291
          1.508          -0.1323
          1.696          -0.7228
          1.885           0.0000
          2.073           0.0000
          2.262           0.0000
          2.450           0.7400
          2.639           0.1281
          2.827           0.9864
          3.016          -0.8881
          3.204          -0.7891
          3.393          -0.7187
          3.581           0.0113
          3.770           0.0000
          3.958           0.0000
          4.147           0.0000
          4.335           0.0000
          4.524           0.0000
          4.712           0.9106
          4.901           0.4688
          5.089           0.9819
          5.278          -0.6806
          5.466           0.8866
          5.655          -0.6610
          5.843           0.8476
          6.032          -0.8857
          6.220          -1.0000
          6.409          -0.2691
          6.597          -0.2437
          6.786          -0.7160
          6.974           0.9919
          7.163           0.0113
          7.351           0.0000
          7.540           0.0000
          7.728           0.0000
          7.917           0.0000
          8.105           0.0000
          8.294           0.0000
          8.482           0.0000
          8.671           0.0000
          8.859           0.0000
          9.048           0.0000
          9.236           0.0000
