          0.000           0.0000
          0.188           0.1874
          0.377           0.3681
          0.565           0.5358
          0.754           0.6845
          0.942           0.8090
          1.131           0.9048
          1.319           0.9686
          1.508           0.9980
          1.696           0.9921
          1.885           0.9511
          2.073           0.8763
          2.262           0.7705
          2.450           0.6374
          2.639           0.4818
          2.827           0.3090
          3.016           0.1253
          3.204          -0.0628
          3.393          -0.2487
          3.581          -0.4258
          3.770          -0.5878
          3.958          -0.7290
          4.147          -0.8443
          4.335          -0.9298
          4.524          -0.9823
          4.712          -1.0000
          4.901          -0.9823
          5.089          -0.9298
          5.278          -0.8443
          5.466          -0.7290
          5.655          -0.5878
          5.843          -0.4258
          6.032          -0.2487
          6.220          -0.0628
          6.409           0.1253
          6.597           0.3090
          6.786           0.4818
          6.974           0.6374
          7.163           0.7705
          7.351           0.8763
          7.540           0.9511
          7.728           0.9921
          7.917           0.9980
          8.105           0.9686
          8.294           0.9048
          8.482           0.8090
          8.671           0.6845
          8.859           0.5358
          9.048           0.3681
          9.236           0.1874
